date,value,ret_d,ret_m
2002-07-01,103.9001,0.0010852844881072844,
2002-07-02,103.3875,-0.004945795550601205,
2002-07-03,103.7585,0.0035820184477345592,
2002-07-04,103.6939,-0.0006227934898612602,
2002-07-07,103.7934,0.0009590949193248121,
2002-07-08,103.6537,-0.001346849593154461,
2002-07-09,103.5438,-0.0010608237098063298,
2002-07-10,103.4581,-0.0008280117708711995,
2002-07-11,103.4637,5.412672808158136e-05,
2002-07-14,103.4094,-0.0005249595162155858,
2002-07-15,103.3743,-0.00033948517544765493,
2002-07-16,103.3065,-0.0006560841881009587,
2002-07-17,103.0356,-0.0026257380887693338,
2002-07-18,102.9983,-0.00036207634187870186,
2002-07-21,102.5242,-0.004613614966264877,
2002-07-22,103.1737,0.006315107334931362,
2002-07-23,102.6141,-0.005438625412684374,
2002-07-24,103.1636,0.005340727456201771,
2002-07-25,102.6987,-0.0045166190246957744,
2002-07-28,102.3625,-0.003279024030241856,
2002-07-29,102.7427,0.0037073700274240264,
2002-07-30,102.7034,-0.00038258210284214763,
2002-07-31,102.7631,0.0005811166460714993,-0.009918236913558824
2002-08-01,102.6158,-0.001434422185108923,
2002-08-04,102.5683,-0.0004629988468750187,
2002-08-05,102.5685,1.9499182984368554e-06,
2002-08-06,102.5155,-0.0005168613951345322,
2002-08-07,102.542,0.0002584640907796418,
2002-08-08,102.4227,-0.0011641030233235702,
2002-08-11,102.3171,-0.0010315533117069083,
2002-08-12,102.5166,0.0019479222714027709,
2002-08-13,102.4822,-0.0003356117238040189,
2002-08-14,102.4107,-0.0006979256275088799,
2002-08-15,102.3996,-0.00010839298620101986,
2002-08-18,102.4261,0.0002587565930238855,
2002-08-19,102.4227,-3.319521520561752e-05,
2002-08-20,101.9886,-0.004247325393347507,
2002-08-21,102.7575,0.0075108010809876585,
2002-08-22,102.5256,-0.002259319921074445,
2002-08-25,102.093,-0.004228360906965955,
2002-08-26,101.8163,-0.0027139534080802396,
2002-08-27,101.8032,-0.00012867137006103736,
2002-08-28,101.5866,-0.002129901124672264,
2002-08-29,101.6597,0.0007193243188387025,
2002-09-01,101.6071,-0.0005175464087011513,
2002-09-02,102.1061,0.004899054141116255,
2002-09-03,101.6963,-0.004021547855202794,
2002-09-04,101.9109,0.0021079812449276546,
2002-09-05,101.9552,0.0004345989911737774,
2002-09-08,101.8177,-0.0013495417778187798,
2002-09-09,101.8301,0.00012177887524754612,
2002-09-10,102.0024,0.0016906042072599755,
2002-09-11,101.8015,-0.0019715036372899967,
2002-09-12,101.5729,-0.0022480715003989757,
2002-09-15,101.5115,-0.0006046747250977524,
2002-09-16,101.3266,-0.0018231293944700566,
2002-09-17,101.3986,0.0007103211936881635,
2002-09-18,101.1914,-0.0020455113504688227,
2002-09-19,101.2743,0.0008189041860695551,
2002-09-22,101.277,2.6659912823782403e-05,
2002-09-23,101.2684,-8.491923297362451e-05,
2002-09-24,100.75,-0.005132217044313417,
2002-09-25,101.4674,0.007095363798968962,
2002-09-26,101.2455,-0.002189304071240711,
2002-09-27,101.2268,-0.00018471662595994766,
2002-09-28,100.9469,-0.0027689079126442225,
2002-09-29,101.3941,0.004420268043990759,
2002-10-07,101.178,-0.0021335621438045675,
2002-10-08,101.1757,-2.2732472893692285e-05,
2002-10-09,101.2881,0.0011103220580405096,
2002-10-10,101.3182,0.0002971279789566441,
2002-10-13,101.2859,-0.0003188484366669018,
2002-10-14,101.0896,-0.0019399587555172602,
2002-10-15,101.0898,1.978440929070215e-06,
2002-10-16,101.1597,0.000691225469364745,
2002-10-17,101.2392,0.0007855774323722832,
2002-10-20,101.1512,-0.0008696065183484467,
2002-10-21,101.0438,-0.0010623409095247634,
2002-10-22,100.8967,-0.0014568650272509234,
2002-10-23,100.9016,4.8563342713698684e-05,
2002-10-24,100.8578,-0.0004341805208389786,
2002-10-27,100.919,0.000606610887640968,
2002-10-28,100.7189,-0.001984746574790348,
2002-10-29,100.5519,-0.001659456198550839,
2002-10-30,100.6209,0.0006859774552598965,
2002-10-31,100.3546,-0.002650075813717403,-0.010304990306626308
2002-11-03,100.5786,0.002229597625419234,
2002-11-04,100.4962,-0.0008195955396955038,
2002-11-05,100.5704,0.0007380639386980384,
2002-11-06,100.51,-0.0006007547410544324,
2002-11-07,100.5278,0.00017708112649976945,
2002-11-10,100.5127,-0.00015021848859704526,
2002-11-11,100.5427,0.0002984252123807873,
2002-11-12,100.5841,0.00041168059736165877,
2002-11-13,100.5109,-0.0007280141548325472,
2002-11-14,100.4668,-0.0004388546660428591,
2002-11-17,100.5495,0.0008228188924565754,
2002-11-18,100.559,9.447636481860292e-05,
2002-11-19,100.5048,-0.0005391323680625469,
2002-11-20,100.7068,0.0020078372008579416,
2002-11-21,100.6878,-0.00018868430490563947,
2002-11-24,100.7892,0.0010065665913362605,
2002-11-25,100.813,0.00023610853562677415,
2002-11-26,100.7473,-0.000651914115297919,
2002-11-27,100.7198,-0.00027299742906691587,
2002-11-28,100.535,-0.0018364784535709138,
2002-12-01,100.4833,-0.0005143810403324266,
2002-12-02,100.5602,0.0007650086051067625,
2002-12-03,100.7807,0.002190315908528849,
2002-12-04,100.6363,-0.0014338414805039766,
2002-12-05,100.6807,0.00044109539402928405,
2002-12-08,100.6256,-0.0005474245105691725,
2002-12-09,100.6953,0.0006924268944241871,
2002-12-10,100.6959,5.958552310039684e-06,
2002-12-11,100.5634,-0.0013167095298770549,
2002-12-12,100.6096,0.00045930617739152273,
2002-12-15,100.692,0.0008186721278142441,
2002-12-16,100.7381,0.0004577270309143913,
2002-12-17,100.9951,0.0025479211060438697,
2002-12-18,100.6798,-0.0031268170396040874,
2002-12-19,100.6913,0.00011421698558045428,
2002-12-22,100.6248,-0.0006606525997545731,
2002-12-23,100.5049,-0.0011922656296222474,
2002-12-24,100.7961,0.002893181883091731,
2002-12-25,100.7198,-0.0007572603814004765,
2002-12-26,100.9222,0.0020075189491761936,
2002-12-29,100.3964,-0.0052235729392962746,
2002-12-30,100.8852,0.004856886678885819,
2003-01-01,100.8532,-0.0003172425306077637,
2003-01-02,100.732,-0.0012024693737825755,
2003-01-05,100.8276,0.0009486028665347527,
2003-01-06,100.7126,-0.0011412116538635946,
2003-01-07,100.7506,0.00037724011581936483,
2003-01-08,100.6375,-0.0011232045179479508,
2003-01-09,100.7376,0.0009941647030303415,
2003-01-12,100.7754,0.00037516190462508615,
2003-01-13,100.6704,-0.0010424641219514432,
2003-01-14,100.797,0.0012567791778090405,
2003-01-15,100.7856,-0.00011310500025451124,
2003-01-16,100.8074,0.00021627735174317264,
2003-01-19,100.8526,0.0004482792894667183,
2003-01-20,100.967,0.001133685848675254,
2003-01-21,101.0858,0.0011759303874021173,
2003-01-22,101.0282,-0.0005699753758709747,
2003-01-23,100.9986,-0.0002930304317229526,
2003-01-26,101.1878,0.0018715408674901816,
2003-01-27,101.3663,0.0017624925509519974,
2003-01-28,101.4693,0.0010156008989867038,
2003-01-29,101.3103,-0.001568205407105132,
2003-01-30,101.1867,-0.0012207589776598656,
2003-02-07,101.576,0.003839961475775572,
2003-02-08,101.229,-0.0034220097001399414,
2003-02-09,101.143,-0.0008499200005627279,
2003-02-10,101.0022,-0.001393058284538451,
2003-02-11,101.2435,0.002386207612785433,
2003-02-12,101.2866,0.00042561575440521246,
2003-02-13,101.2923,5.6274370149083093e-05,
2003-02-16,101.0554,-0.0023415152061278077,
2003-02-17,101.0695,0.0001395176944835862,
2003-02-18,101.3562,0.00283264616799103,
2003-02-19,101.3121,-0.0004351938679706501,
2003-02-20,101.446,0.0013207858967453601,
2003-02-23,101.2028,-0.002400212749907089,
2003-02-24,101.1415,-0.0006058979855161664,
2003-02-25,101.224,0.0008153564176755333,
2003-02-26,101.2071,-0.00016697039179519075,
2003-02-27,101.4936,0.0028268298114837425,
2003-03-02,101.3462,-0.0014533639448044932,
2003-03-03,101.2846,-0.0006080023559855767,
2003-03-04,101.4095,0.001232399125660289,
2003-03-05,101.4624,0.0005215113694796419,
2003-03-06,101.5654,0.0010146394615562012,
2003-03-09,101.6144,0.00048233142221775556,
2003-03-10,101.7324,0.0011605790034064072,
2003-03-11,101.7098,-0.00022217612759759146,
2003-03-12,101.4957,-0.0021072272081636956,
2003-03-13,101.5493,0.0005279617941349083,
2003-03-16,101.8222,0.0026837601512343804,
2003-03-17,101.7025,-0.001176270141182106,
2003-03-18,101.5978,-0.0010300034899742498,
2003-03-19,101.6145,0.00016436013014568436,
2003-03-20,101.5285,-0.0008466942512193983,
2003-03-23,101.7195,0.0018794778420907175,
2003-03-24,101.7783,0.0005778932414640797,
2003-03-25,101.8405,0.000610945570199904,
2003-03-26,101.8264,-0.00013846138005264245,
2003-03-27,101.9042,0.0007637537393190784,
2003-03-30,101.8183,-0.0008433040541986651,
2003-03-31,101.6618,-0.0015382342632888604,0.0016558756344417684
2003-04-01,101.789,0.0012504253271431313,
2003-04-02,101.8157,0.00026227292545863754,
2003-04-03,101.8122,-3.437642877376179e-05,
2003-04-06,101.8657,0.0005253392855132964,
2003-04-07,101.9171,0.0005044586794373949,
2003-04-08,102.0523,0.0013256892435887222,
2003-04-09,101.8877,-0.0016142006054795212,
2003-04-10,101.8734,-0.00014036045175916913,
2003-04-13,101.9807,0.0010527137782286283,
2003-04-14,101.9434,-0.0003658223860346094,
2003-04-15,102.0492,0.0010372926222472706,
2003-04-16,101.7334,-0.0030993838806905147,
2003-04-17,101.9542,0.002168026786964481,
2003-04-20,101.9672,0.00012750010560554653,
2003-04-21,101.9519,-0.000150059509175218,
2003-04-22,101.8488,-0.0010117728623616586,
2003-04-23,101.8031,-0.0004488050518271135,
2003-04-24,101.7202,-0.0008146487855171696,
2003-04-27,101.6402,-0.0007867805543934819,
2003-04-28,101.7921,0.00149337178245657,
2003-04-29,101.9935,0.0019765878017953585,
2003-05-05,101.9534,-0.0003932396179274406,
2003-05-06,101.8405,-0.0011079822462782337,
2003-05-07,101.9279,0.0008578366945970438,
2003-05-08,101.8997,-0.00027670443237254923,
2003-05-11,101.972,0.0007092696340978205,
2003-05-12,101.8813,-0.0008898556558565263,
2003-05-13,101.9473,0.0006476029596106482,
2003-05-14,101.9955,0.0004726815646098118,
2003-05-15,102.0832,0.0008594724035248527,
2003-05-18,102.0281,-0.0005399015276318058,
2003-05-19,102.1403,0.001099092820385947,
2003-05-20,102.1891,0.0004776601010706647,
2003-05-21,102.1334,-0.0005452165217221563,
2003-05-22,102.1423,8.713713873597624e-05,
2003-05-25,102.0992,-0.00042204939387713075,
2003-05-26,102.1369,0.0003691805751108706,
2003-05-27,102.2209,0.0008220875810053808,
2003-05-28,102.0404,-0.0017673445433152358,
2003-05-29,102.1232,0.0008111142685528179,
2003-06-01,102.0531,-0.0006866615053202895,
2003-06-02,102.2186,0.0016203912359111065,
2003-06-03,102.0301,-0.0018457895058065436,
2003-06-04,102.2729,0.002376862936988323,
2003-06-05,102.1939,-0.0007727416277959345,
2003-06-08,102.1052,-0.0008683347657758352,
2003-06-09,101.9941,-0.0010886858600035489,
2003-06-10,102.1712,0.0017348691909860206,
2003-06-11,102.1096,-0.0006030914492903064,
2003-06-12,102.1239,0.0001400357925940502,
2003-06-15,101.8964,-0.0022301711574031417,
2003-06-16,101.8714,-0.000245377337591577,
2003-06-17,101.8896,0.00017864066281964678,
2003-06-18,101.8176,-0.0007068969874233504,
2003-06-19,101.7935,-0.00023672579847120216,
2003-06-22,101.6894,-0.0010231818897986497,
2003-06-23,101.7209,0.00030971883185662867,
2003-06-24,101.3336,-0.003814744018718695,
2003-06-25,101.6379,0.002998452767897132,
2003-06-26,101.6237,-0.00013972142326047733,
2003-06-29,101.5801,-0.0004291258398619851,
2003-06-30,101.6628,0.0008138046107805346,-0.004518473136688094
2003-07-01,101.291,-0.0036638921362738743,
2003-07-02,101.6359,0.003399256896038936,
2003-07-03,101.826,0.0018686550682664102,
2003-07-06,101.8762,0.0004928763755743041,
2003-07-07,101.7945,-0.0008022754807849525,
2003-07-08,101.6207,-0.0017088206023179028,
2003-07-09,101.8366,0.002122313439117859,
2003-07-10,101.9625,0.0012355306379262495,
2003-07-13,101.8483,-0.0011206473057514543,
2003-07-14,101.8269,-0.00021013849578887755,
2003-07-15,101.7185,-0.0010651187425322261,
2003-07-16,101.8335,0.0011299325207857686,
2003-07-17,101.8796,0.000452597312464847,
2003-07-20,101.8169,-0.0006156217900672782,
2003-07-21,101.8844,0.000662735117258311,
2003-07-22,101.9669,0.0008094135725811894,
2003-07-23,101.9605,-6.276743588262083e-05,
2003-07-24,102.0448,0.0008264491638031631,
2003-07-27,101.9549,-0.0008813739022133005,
2003-07-28,101.9792,0.00023831227945700888,
2003-07-29,101.9504,-0.00028245041613842223,
2003-07-30,101.9402,-0.00010005365630893671,
2003-07-31,101.9546,0.00014124931115391785,0.0028661617303681187
2003-08-03,102.0773,0.00120275324389594,
2003-08-04,102.0821,4.7022081774326566e-05,
2003-08-05,102.0652,-0.0001655667259728503,
2003-08-06,101.982,-0.0008154976359482464,
2003-08-07,101.8779,-0.0010212897097302122,
2003-08-10,101.9159,0.00037292597164772004,
2003-08-11,102.0302,0.0011208845078875523,
2003-08-12,101.9822,-0.0004705596413325328,
2003-08-13,101.9877,5.392952588917039e-05,
2003-08-14,102.1079,0.001177879522117209,
2003-08-17,102.1249,0.00016647668777264877,
2003-08-18,101.9439,-0.0017739120087311559,
2003-08-19,102.0011,0.0005609355610563026,
2003-08-20,101.7651,-0.00231638127936711,
2003-08-21,101.8096,0.0004371859637644574,
2003-08-24,101.8204,0.00010607474350657875,
2003-08-25,102.0309,0.002065231615578393,
2003-08-26,101.6871,-0.0033752572319686773,
2003-08-27,101.7166,0.0002900635554498304,
2003-08-28,101.8197,0.0010130871870816874,
2003-08-31,101.8209,1.1785469105939906e-05,-0.0013122285965230284
2003-09-01,101.7891,-0.00031236187081720864,
2003-09-02,101.675,-0.0011215738988922459,
2003-09-03,101.7412,0.0006508823027580275,
2003-09-04,101.4835,-0.002536110405123858,
2003-09-07,101.4087,-0.0007373373977793537,
2003-09-08,101.3307,-0.0007694607347999671,
2003-09-09,101.3178,-0.00012731404394718124,
2003-09-10,101.3174,-3.947981397081127e-06,
2003-09-11,101.2467,-0.0006980506700927472,
2003-09-14,101.7003,0.00447014003976505,
2003-09-15,101.264,-0.004299284869721311,
2003-09-16,101.1426,-0.001199565770656262,
2003-09-17,100.9864,-0.001545547952972147,
2003-09-18,101.0953,0.0010777820113511605,
2003-09-21,101.1679,0.0007178765402490806,
2003-09-22,100.6834,-0.004800572802470627,
2003-09-23,100.4431,-0.002389542047825227,
2003-09-24,100.5769,0.0013312110213824751,
2003-09-25,100.7154,0.0013761084935307363,
2003-09-26,100.3742,-0.003393515402454361,
2003-09-27,100.4013,0.00026995325788833864,
2003-09-28,100.3669,-0.0003426837550632648,
2003-09-29,100.5968,0.0022879763886784004,
2003-10-07,100.5409,-0.0005558381291943994,
2003-10-08,100.7952,0.0025261255704325095,
2003-10-09,100.5552,-0.0023839050099731256,
2003-10-12,100.0657,-0.004879860187777135,
2003-10-13,100.0312,-0.0003448329318632639,
2003-10-14,100.3071,0.0027543427734392323,
2003-10-15,100.179,-0.0012778942523439297,
2003-10-16,99.9756,-0.0020324296320599917,
2003-10-19,99.6767,-0.002994207663123744,
2003-10-20,100.4056,0.007286034042461768,
2003-10-21,100.4582,0.0005237379876548602,
2003-10-22,99.8712,-0.0058603647790782965,
2003-10-23,99.6107,-0.0026117672638937424,
2003-10-26,99.9549,0.0034494957177340214,
2003-10-27,99.9896,0.00034709632271340366,
2003-10-28,99.9667,-0.00022905004843665162,
2003-10-29,100.1884,0.0022152829547252583,
2003-10-30,99.7542,-0.004343253339275887,
2003-11-02,99.9269,0.0017297585305851022,
2003-11-03,99.9414,0.00014509554567122176,
2003-11-04,100.1159,0.0017445006431097434,
2003-11-05,100.2317,0.0011559910165677048,
2003-11-06,99.9097,-0.0032177278446756104,
2003-11-09,99.6005,-0.0030995933797137156,
2003-11-10,99.1974,-0.004055380388345089,
2003-11-11,99.5985,0.004035299966253995,
2003-11-12,99.3967,-0.0020281903199303765,
2003-11-13,99.3642,-0.00032702609305601635,
2003-11-16,99.8201,0.004577678021011253,
2003-11-17,99.363,-0.004589754878130139,
2003-11-18,99.483,0.001206964329859541,
2003-11-19,99.3738,-0.0010982778660478096,
2003-11-20,99.3192,-0.0005495915948154636,
2003-11-23,99.7478,0.0043060945538368825,
2003-11-24,99.5399,-0.0020864315802643922,
2003-11-25,99.7296,0.0019039547678485558,
2003-11-26,99.4475,-0.0028326568529167912,
2003-11-27,99.5266,0.000795078396303075,
2003-11-30,99.3383,-0.0018937485325440896,-0.004177963559392418
2003-12-01,99.4001,0.0006219231109031325,
2003-12-02,99.3128,-0.0008786546380889101,
2003-12-03,99.6392,0.0032811963975425892,
2003-12-04,99.2826,-0.0035853323466409235,
2003-12-07,99.4054,0.0012361090316090502,
2003-12-08,99.5579,0.0015329463259166696,
2003-12-09,99.5484,-9.542641299862245e-05,
2003-12-10,99.8808,0.003333516935449944,
2003-12-11,99.9861,0.001053701335666482,
2003-12-14,99.3876,-0.006003818936853478,
2003-12-15,99.7528,0.0036677681616088943,
2003-12-16,99.761,8.219982782770828e-05,
2003-12-17,99.9559,0.0019517633397142292,
2003-12-18,99.9666,0.0001070414786751271,
2003-12-21,99.6618,-0.003053676098725286,
2003-12-22,99.6901,0.00028392004480618183,
2003-12-23,100.3871,0.0069673388030621316,
2003-12-24,99.8472,-0.005392695541267969,
2003-12-25,99.8823,0.0003514753740567353,
2003-12-28,99.8985,0.00016217774716595213,
2003-12-29,100.2236,0.003249019333526981,
2003-12-30,100.2247,1.097539864405496e-05,
2004-01-01,100.2073,-0.00017362497050074776,
2004-01-04,100.0138,-0.0019328638214692983,
2004-01-05,99.7399,-0.002742378956271023,
2004-01-06,99.4097,-0.003316103096245946,
2004-01-07,99.7099,0.003015275517313724,
2004-01-08,99.5042,-0.0020651156028023278,
2004-01-11,99.6331,0.0012945843697036168,
2004-01-12,99.9768,0.003443720373262825,
2004-01-13,99.9015,-0.0007534585151296459,
2004-01-14,99.6535,-0.0024855315845347596,
2004-01-15,100.1248,0.0047182389111432585,
2004-01-16,100.0433,-0.0008143156127635626,
2004-01-17,99.9954,-0.0004789073405845045,
2004-01-18,99.8124,-0.0018317608338519152,
2004-01-19,100.003,0.0019077614418933832,
2004-01-20,99.7679,-0.0023536972455516707,
2004-01-28,99.7691,1.2027844459965584e-05,
2004-01-29,99.7847,0.00015634881452313853,
2004-02-01,99.5713,-0.00214089449536157,
2004-02-02,99.5843,0.00013055118729740078,
2004-02-03,99.6583,0.0007428130671109557,
2004-02-04,99.7621,0.0010410169608941005,
2004-02-05,100.0064,0.0024458322687057298,
2004-02-08,99.8953,-0.0011115464394649357,
2004-02-09,100.0349,0.0013964876010432816,
2004-02-10,99.9764,-0.0005849669660480067,
2004-02-11,99.8068,-0.0016978408669161456,
2004-02-12,99.8258,0.00019034967292293073,
2004-02-15,99.8994,0.0007370126887498191,
2004-02-16,100.1946,0.0029506153524921186,
2004-02-17,99.7148,-0.004800183696075922,
2004-02-18,99.7529,0.000382016742192923,
2004-02-19,99.8902,0.0013754547154018,
2004-02-22,99.8154,-0.0007491027141738318,
2004-02-23,99.8571,0.0004176839635528555,
2004-02-24,99.748,-0.0010931585502023413,
2004-02-25,99.8587,0.0011091813185564433,
2004-02-26,100.2139,0.003550714822361035,
2004-02-29,99.8013,-0.004125692299886535,0.0001663443331521063
2004-03-01,99.7781,-0.00023248892525485487,
2004-03-02,99.6975,-0.0008081189317024247,
2004-03-03,99.8059,0.0010866983787501919,
2004-03-04,99.7404,-0.0006564892694319758,
2004-03-07,99.8244,0.0008418318757694071,
2004-03-08,99.9077,0.0008341173484850764,
2004-03-09,99.9122,4.504055903094329e-05,
2004-03-10,99.4892,-0.004242704760538095,
2004-03-11,99.7083,0.0021998276921797767,
2004-03-14,100.0393,0.003314185531845892,
2004-03-15,100.1838,0.0014433901491616651,
2004-03-16,99.8906,-0.0029309117996931533,
2004-03-17,99.8317,-0.0005898189807302758,
2004-03-18,99.5938,-0.0023858544955371094,
2004-03-21,99.5271,-0.0006699447671712999,
2004-03-22,99.3735,-0.0015444903688954128,
2004-03-23,99.2102,-0.0016446469353596704,
2004-03-24,99.3518,0.0014262550135836416,
2004-03-25,99.6238,0.002734005269273628,
2004-03-28,99.3852,-0.0023978826517997067,
2004-03-29,99.464,0.00079256043398576,
2004-03-30,99.8024,0.003396461473823559,
2004-03-31,99.4516,-0.0035211374672203476,-0.0035101156274447856
2004-04-01,99.5214,0.0007016027587987758,
2004-04-04,99.536,0.00014669135662566762,
2004-04-05,99.4723,-0.0006401743261509216,
2004-04-06,99.4346,-0.00037907182155512653,
2004-04-07,99.2707,-0.0016496795724157051,
2004-04-08,99.4266,0.001569221443788005,
2004-04-11,99.4491,0.00022627198894586715,
2004-04-12,99.3321,-0.0011771738324444624,
2004-04-13,98.9824,-0.0035267251003618166,
2004-04-14,98.7726,-0.0021218181963735625,
2004-04-15,98.1024,-0.006808407252233684,
2004-04-18,98.1796,0.0007866233682230749,
2004-04-19,98.4059,0.0023023071382256167,
2004-04-20,98.3371,-0.0006993895874763396,
2004-04-21,98.2818,-0.0005625095192594561,
2004-04-22,98.2105,-0.0007257282156030362,
2004-04-25,98.2245,0.00014254078981567827,
2004-04-26,98.3762,0.0015432298064742519,
2004-04-27,98.6119,0.0023930390970894333,
2004-04-28,97.8318,-0.007942266417249148,
2004-04-29,98.2376,0.004139356568886507,
2004-05-07,98.1931,-0.000453086007037272,
2004-05-08,98.3183,0.001274226502280333,
2004-05-09,97.7631,-0.005662969396742627,
2004-05-10,97.7786,0.0001585339600960818,
2004-05-11,98.323,0.005552238212573077,
2004-05-12,97.9887,-0.0034058115042977454,
2004-05-13,98.2502,0.002665120470847631,
2004-05-16,98.4704,0.002238709031660548,
2004-05-17,98.2992,-0.0017401066343484771,
2004-05-18,98.4599,0.0016334699206489005,
2004-05-19,98.1797,-0.0028498856755723788,
2004-05-20,98.0956,-0.0008569596393103716,
