date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,ret_d,ret_m
2021-05-17,5115.31005859375,5206.68994140625,5115.31005859375,5184.990234375,5184.990234375,153900,0.0,0.0,0.014453131382468454,
2021-05-18,5190.93017578125,5201.669921875,5156.7900390625,5187.60009765625,5187.60009765625,118400,0.0,0.0,0.000503223062471956,
2021-05-19,5173.169921875,5193.56005859375,5151.64013671875,5172.27001953125,5172.27001953125,118700,0.0,0.0,-0.0029595138048863386,
2021-05-20,5167.0498046875,5201.58984375,5152.0400390625,5186.41015625,5186.41015625,138500,0.0,0.0,0.0027301056237981954,
2021-05-21,5199.1298828125,5216.16015625,5123.1201171875,5134.14990234375,5134.14990234375,124800,0.0,0.0,-0.010127493137270344,
2021-05-24,5138.81005859375,5155.58984375,5092.39013671875,5155.58984375,5155.58984375,126700,0.0,0.0,0.004167252615215883,
2021-05-25,5165.0400390625,5324.35986328125,5161.52001953125,5318.47998046875,5318.47998046875,183000,0.0,0.0,0.031106011970154317,
2021-05-26,5326.1201171875,5344.27978515625,5308.740234375,5320.58984375,5320.58984375,169600,0.0,0.0,0.00039662552154813406,
2021-05-27,5311.3701171875,5378.47998046875,5286.0498046875,5338.22998046875,5338.22998046875,148500,0.0,0.0,0.003309963601017717,
2021-05-28,5338.72998046875,5360.27978515625,5288.64990234375,5321.08984375,5321.08984375,164600,0.0,0.0,-0.003215993473171174,
2021-05-31,5318.080078125,5331.6298828125,5281.68994140625,5331.56982421875,5331.56982421875,144600,0.0,0.0,0.0019675807124966147,0.03980982772314329
2021-06-01,5320.47021484375,5343.75,5269.259765625,5341.68017578125,5341.68017578125,143800,0.0,0.0,0.001894522209546037,
2021-06-02,5348.33984375,5352.64013671875,5266.7900390625,5289.97021484375,5289.97021484375,137800,0.0,0.0,-0.00972762775279901,
2021-06-03,5285.7099609375,5314.3701171875,5255.06982421875,5255.2900390625,5255.2900390625,142000,0.0,0.0,-0.00657741961321889,
2021-06-04,5228.27978515625,5334.490234375,5221.22998046875,5282.27978515625,5282.27978515625,144700,0.0,0.0,0.005122586243988038,
2021-06-07,5284.89013671875,5286.83984375,5242.9501953125,5277.6298828125,5277.6298828125,127700,0.0,0.0,-0.000880670913007084,
2021-06-08,5276.97021484375,5319.0400390625,5201.14013671875,5232.1201171875,5232.1201171875,130600,0.0,0.0,-0.00866053903839787,
2021-06-09,5224.9501953125,5253.35986328125,5215.35009765625,5236.4501953125,5236.4501953125,121800,0.0,0.0,0.0008272530522663157,
2021-06-10,5236.47021484375,5299.52978515625,5229.52001953125,5271.47021484375,5271.47021484375,139000,0.0,0.0,0.0066654766731545296,
2021-06-11,5275.75,5276.10009765625,5213.60009765625,5224.7001953125,5224.7001953125,180800,0.0,0.0,-0.008911884477738797,
2021-06-15,5218.56005859375,5225.5,5137.41015625,5166.56005859375,5166.56005859375,142900,0.0,0.0,-0.011190316093437012,
2021-06-16,5163.25,5164.52001953125,5076.02001953125,5080.490234375,5080.490234375,125100,0.0,0.0,-0.01679934145963012,
2021-06-17,5074.3798828125,5123.3701171875,5073.81982421875,5101.89013671875,5101.89013671875,120500,0.0,0.0,0.0042033263483648164,
2021-06-18,5104.93017578125,5128.02978515625,5064.919921875,5102.47021484375,5102.47021484375,148600,0.0,0.0,0.0001136922071820966,
2021-06-21,5088.08984375,5123.77978515625,5058.56982421875,5090.39013671875,5090.39013671875,132200,0.0,0.0,-0.002370303009003008,
2021-06-22,5106.06982421875,5125.81982421875,5086.27978515625,5122.16015625,5122.16015625,130400,0.0,0.0,0.006221780281327139,
2021-06-23,5127.18994140625,5171.02978515625,5109.759765625,5147.39013671875,5147.39013671875,136400,0.0,0.0,0.004913561063485928,
2021-06-24,5156.56005859375,5160.43017578125,5120.580078125,5155.97021484375,5155.97021484375,126700,0.0,0.0,0.0016654916096433335,
2021-06-25,5159.7998046875,5251.60986328125,5157.47998046875,5239.97021484375,5239.97021484375,154900,0.0,0.0,0.01616050586165501,
2021-06-28,5253.60986328125,5260.64013671875,5226.22021484375,5251.759765625,5251.759765625,133200,0.0,0.0,0.0022473997644667314,
2021-06-29,5248.52001953125,5248.52001953125,5182.68017578125,5190.5400390625,5190.5400390625,125200,0.0,0.0,-0.011725468357291232,
2021-06-30,5189.3798828125,5231.43017578125,5186.6298828125,5224.0400390625,5224.0400390625,103800,0.0,0.0,0.006433310856259384,-0.020374664543183662
2021-07-01,5241.2001953125,5252.259765625,5190.8798828125,5229.66015625,5229.66015625,127200,0.0,0.0,0.0010752398909412233,
2021-07-02,5186.66015625,5186.66015625,5074.35986328125,5081.1201171875,5081.1201171875,130400,0.0,0.0,-0.028814563486869088,
2021-07-05,5073.77978515625,5098.22998046875,5048.0,5085.7900390625,5085.7900390625,131200,0.0,0.0,0.0009186512188363837,
2021-07-06,5089.77978515625,5092.2099609375,5028.509765625,5083.10009765625,5083.10009765625,140700,0.0,0.0,-0.0005290531086138857,
2021-07-07,5052.419921875,5152.77001953125,5045.41015625,5140.490234375,5140.490234375,148500,0.0,0.0,0.011227120352187129,
2021-07-08,5149.31005859375,5151.22021484375,5078.93017578125,5088.259765625,5088.259765625,173900,0.0,0.0,-0.010212571957345642,
2021-07-09,5063.14990234375,5081.41015625,5006.41015625,5069.43994140625,5069.43994140625,160700,0.0,0.0,-0.0037055330037492925,
2021-07-12,5108.3798828125,5159.41015625,5070.31982421875,5132.7099609375,5132.7099609375,206200,0.0,0.0,0.012403430901003525,
2021-07-13,5128.60986328125,5154.0498046875,5114.93994140625,5142.10009765625,5142.10009765625,166500,0.0,0.0,0.0018277981353331675,
2021-07-14,5130.75,5130.75,5075.1298828125,5083.080078125,5083.080078125,188400,0.0,0.0,-0.011544182884332909,
2021-07-15,5073.259765625,5153.81005859375,5067.68017578125,5151.4599609375,5151.4599609375,181100,0.0,0.0,0.013362769613820841,
2021-07-16,5140.89990234375,5140.89990234375,5090.6298828125,5094.77001953125,5094.77001953125,170000,0.0,0.0,-0.011065634868355196,
2021-07-19,5083.72998046875,5120.81982421875,5047.6201171875,5113.490234375,5113.490234375,153200,0.0,0.0,0.003667664295994026,
2021-07-20,5080.22021484375,5114.0,5067.85986328125,5108.990234375,5108.990234375,129300,0.0,0.0,-0.000880412597398192,
2021-07-21,5122.77978515625,5160.5400390625,5122.2998046875,5144.0400390625,5144.0400390625,168000,0.0,0.0,0.006836991657032125,
2021-07-22,5150.39013671875,5171.2099609375,5137.8798828125,5151.75,5151.75,185600,0.0,0.0,0.0014976922313724615,
2021-07-23,5145.43017578125,5145.43017578125,5080.0,5089.22998046875,5089.22998046875,216500,0.0,0.0,-0.012209924512567567,
2021-07-26,5067.31005859375,5067.31005859375,4859.60009765625,4925.2998046875,4925.2998046875,228100,0.0,0.0,-0.032741391447870166,
2021-07-27,4924.27978515625,4940.85986328125,4749.02978515625,4751.31005859375,4751.31005859375,236600,0.0,0.0,-0.0359647649900928,
2021-07-28,4714.2900390625,4785.66015625,4663.89990234375,4760.47998046875,4760.47998046875,192600,0.0,0.0,0.0019281175631950696,
2021-07-29,4845.759765625,4857.97021484375,4800.009765625,4850.27001953125,4850.27001953125,173300,0.0,0.0,0.018685878137171485,
2021-07-30,4825.7001953125,4825.7001953125,4761.0400390625,4811.169921875,4811.169921875,182400,0.0,0.0,-0.008094095985981844,
2021-08-02,4794.81982421875,4938.81982421875,4761.4599609375,4933.740234375,4933.740234375,227200,0.0,0.0,0.02515708709773693,
2021-08-03,4909.22998046875,4957.02978515625,4890.85009765625,4934.4599609375,4934.4599609375,203500,0.0,0.0,0.00014586784814482053,
2021-08-04,4927.740234375,4979.2900390625,4919.66015625,4978.85009765625,4978.85009765625,175500,0.0,0.0,0.008955723799319052,
2021-08-05,4946.169921875,4997.14013671875,4921.93994140625,4948.669921875,4948.669921875,167400,0.0,0.0,-0.0060801224669604055,
2021-08-06,4943.0400390625,4944.35009765625,4891.7998046875,4921.56005859375,4921.56005859375,154200,0.0,0.0,-0.005493272498660514,
2021-08-09,4890.259765625,5002.89013671875,4884.0400390625,4985.56005859375,4985.56005859375,182400,0.0,0.0,0.012920180544799298,
2021-08-10,4977.81982421875,5043.759765625,4941.240234375,5043.14990234375,5043.14990234375,167100,0.0,0.0,0.011485121619784773,
2021-08-11,5037.080078125,5059.7900390625,5009.97998046875,5015.33984375,5015.33984375,182300,0.0,0.0,-0.0055296829164183355,
2021-08-12,4998.06982421875,5016.259765625,4962.97998046875,4973.35009765625,4973.35009765625,168200,0.0,0.0,-0.008407507627329917,
2021-08-13,4958.759765625,4993.740234375,4921.27978515625,4945.97998046875,4945.97998046875,158300,0.0,0.0,-0.005518555473752508,
2021-08-16,4935.919921875,4973.3798828125,4931.3701171875,4941.06982421875,4941.06982421875,162000,0.0,0.0,-0.0009932501101282195,
2021-08-17,4935.0,4967.56005859375,4823.39013671875,4837.39990234375,4837.39990234375,187600,0.0,0.0,-0.02120450524049913,
2021-08-18,4838.47021484375,4909.5400390625,4818.89990234375,4894.240234375,4894.240234375,197500,0.0,0.0,0.011681685226522789,
2021-08-19,4886.56005859375,4893.47021484375,4839.56982421875,4862.14013671875,4862.14013671875,201700,0.0,0.0,-0.0065803530132799975,
2021-08-20,4817.490234375,4835.14990234375,4720.830078125,4769.27001953125,4769.27001953125,177600,0.0,0.0,-0.01928544088169324,
2021-08-23,4777.72998046875,4843.81982421875,4764.009765625,4835.8798828125,4835.8798828125,167600,0.0,0.0,0.013869836864570047,
2021-08-24,4844.58984375,4906.2001953125,4842.75,4888.39013671875,4888.39013671875,197900,0.0,0.0,0.010799939572584173,
2021-08-25,4890.52001953125,4899.77001953125,4865.759765625,4898.16015625,4898.16015625,189400,0.0,0.0,0.0019966224020636523,
2021-08-26,4892.2001953125,4892.2001953125,4798.7001953125,4801.60986328125,4801.60986328125,197600,0.0,0.0,-0.019908406423226513,
2021-08-27,4794.97021484375,4863.47021484375,4793.58984375,4827.0400390625,4827.0400390625,183300,0.0,0.0,0.005282201589590498,
2021-08-30,4847.02978515625,4849.16015625,4787.2001953125,4813.27001953125,4813.27001953125,219600,0.0,0.0,-0.002856760583924905,
2021-08-31,4803.08984375,4821.759765625,4740.75,4805.60986328125,4805.60986328125,235100,0.0,0.0,-0.00159273386562306,-0.0011563245363807092
2021-09-01,4804.68994140625,4906.39990234375,4763.2998046875,4869.4599609375,4869.4599609375,326700,0.0,0.0,0.013199082960276226,
2021-09-02,4865.81982421875,4892.7001953125,4845.6201171875,4869.41015625,4869.41015625,267900,0.0,0.0,-1.0228021711121256e-05,
2021-09-03,4875.06982421875,4886.5498046875,4828.7001953125,4843.06005859375,4843.06005859375,268100,0.0,0.0,-0.005426047488082356,
2021-09-06,4841.06005859375,4944.4501953125,4837.7900390625,4933.72998046875,4933.72998046875,240500,0.0,0.0,0.018548525858385224,
2021-09-07,4932.97998046875,5005.9599609375,4915.60986328125,4992.830078125,4992.830078125,244200,0.0,0.0,0.011907608603237271,
2021-09-08,4986.7998046875,5013.97998046875,4955.89013671875,4972.1298828125,4972.1298828125,264600,0.0,0.0,-0.004154602761810597,
2021-09-09,4952.490234375,4970.14990234375,4929.9501953125,4970.009765625,4970.009765625,256500,0.0,0.0,-0.00042649113663773724,
2021-09-10,4967.97998046875,5042.7998046875,4962.3701171875,5013.52001953125,5013.52001953125,288300,0.0,0.0,0.00871646207758964,
2021-09-13,5006.77001953125,5029.72021484375,4964.9599609375,4991.66015625,4991.66015625,249900,0.0,0.0,-0.004369716023225849,
2021-09-14,4989.830078125,5000.97998046875,4907.31982421875,4917.16015625,4917.16015625,245600,0.0,0.0,-0.015037391231834629,
2021-09-15,4903.85009765625,4903.85009765625,4843.1201171875,4867.31982421875,4867.31982421875,188000,0.0,0.0,-0.010187718346951926,
2021-09-16,4866.7900390625,4879.52978515625,4806.14013671875,4807.7001953125,4807.7001953125,216800,0.0,0.0,-0.012324601592197885,
2021-09-17,4797.10986328125,4857.9599609375,4786.08984375,4855.93994140625,4855.93994140625,202000,0.0,0.0,0.009983845861547392,
2021-09-22,4770.72998046875,4830.85009765625,4765.22998046875,4821.77001953125,4821.77001953125,191200,0.0,0.0,-0.007061601144591888,
2021-09-23,4848.22021484375,4877.33984375,4837.56005859375,4853.2001953125,4853.2001953125,228200,0.0,0.0,0.006497236818217122,
2021-09-24,4845.64013671875,4897.06005859375,4838.5400390625,4849.43017578125,4849.43017578125,207700,0.0,0.0,-0.0007771129223286421,
2021-09-27,4870.85009765625,4922.56005859375,4852.2001953125,4877.3701171875,4877.3701171875,216000,0.0,0.0,0.005744955670932696,
2021-09-28,4869.080078125,4901.31005859375,4846.6298828125,4883.830078125,4883.830078125,176900,0.0,0.0,0.0013235999162708682,
2021-09-29,4846.02001953125,4868.06982421875,4799.8798828125,4833.93017578125,4833.93017578125,188200,0.0,0.0,-0.010269926325306341,
2021-09-30,4843.9501953125,4876.06982421875,4843.9501953125,4866.3798828125,4866.3798828125,146100,0.0,0.0,0.0066904723414203185,0.012566353113197787
2021-10-08,4915.72998046875,4937.08984375,4891.6201171875,4929.93994140625,4929.93994140625,169000,0.0,0.0,0.012976495589221872,
2021-10-11,4941.2900390625,4983.72998046875,4930.7099609375,4936.18994140625,4936.18994140625,163500,0.0,0.0,0.0012669609888116206,
2021-10-12,4920.66015625,4925.490234375,4840.77001953125,4883.83984375,4883.83984375,168100,0.0,0.0,-0.010662003012859989,
2021-10-13,4880.14013671875,4953.3701171875,4869.830078125,4940.10986328125,4940.10986328125,131100,0.0,0.0,0.01145580679734539,
2021-10-14,4934.259765625,4953.919921875,4903.25,4913.60986328125,4913.60986328125,119600,0.0,0.0,-0.005378692437608214,
2021-10-15,4896.56005859375,4939.81982421875,4881.009765625,4932.10986328125,4932.10986328125,142800,0.0,0.0,0.0037579826129254296,
2021-10-18,4922.509765625,4922.509765625,4844.93994140625,4874.77978515625,4874.77978515625,141200,0.0,0.0,-0.011691929504599614,
2021-10-19,4869.39013671875,4928.14013671875,4868.81005859375,4922.72021484375,4922.72021484375,135300,0.0,0.0,0.009786335759311596,
2021-10-20,4926.77001953125,4944.02001953125,4898.3701171875,4910.18017578125,4910.18017578125,141500,0.0,0.0,-0.0025506301015613786,
2021-10-21,4914.740234375,4946.18017578125,4893.85009765625,4928.02001953125,4928.02001953125,148900,0.0,0.0,0.0036266518162258042,
2021-10-22,4934.8701171875,4989.89013671875,4934.8701171875,4959.72998046875,4959.72998046875,143900,0.0,0.0,0.006414011205486655,
2021-10-25,4940.89990234375,4981.64990234375,4930.10986328125,4979.52001953125,4979.52001953125,141900,0.0,0.0,0.003982204937989821,
2021-10-26,4983.240234375,5002.56982421875,4953.47998046875,4963.10009765625,4963.10009765625,140900,0.0,0.0,-0.003302939589183527,
2021-10-27,4949.22998046875,4949.22998046875,4884.93994140625,4898.16015625,4898.16015625,147100,0.0,0.0,-0.013170908891519409,
2021-10-28,4882.58984375,4898.66015625,4846.27978515625,4864.14013671875,4864.14013671875,156600,0.0,0.0,-0.006969701038751567,
2021-10-29,4861.27001953125,4908.77001953125,4855.759765625,4908.77001953125,4908.77001953125,159900,0.0,0.0,0.009133449985776403,
2021-11-01,4878.1298828125,4908.2099609375,4858.25,4890.68994140625,4890.68994140625,171600,0.0,0.0,-0.0036900193913326036,
2021-11-02,4886.18017578125,4911.22998046875,4797.89990234375,4839.85009765625,4839.85009765625,185400,0.0,0.0,-0.010449637156027428,
2021-11-03,4835.81005859375,4858.7099609375,4804.3701171875,4821.10986328125,4821.10986328125,142800,0.0,0.0,-0.003879585042477704,
2021-11-04,4841.08984375,4873.93994140625,4834.740234375,4868.740234375,4868.740234375,132600,0.0,0.0,0.00983106121046514,
2021-11-05,4858.89990234375,4889.68017578125,4841.740234375,4842.35009765625,4842.35009765625,147800,0.0,0.0,-0.005435064607571822,
2021-11-08,4841.14990234375,4866.080078125,4827.68994140625,4848.18017578125,4848.18017578125,137400,0.0,0.0,0.0012032527970916656,
2021-11-09,4858.25,4870.7900390625,4818.5400390625,4846.740234375,4846.740234375,118400,0.0,0.0,-0.0002970506937488708,
2021-11-10,4832.7998046875,4832.7998046875,4754.0,4821.18994140625,4821.18994140625,135100,0.0,0.0,-0.0052855889499280285,
2021-11-11,4814.77001953125,4898.64990234375,4809.10986328125,4898.64990234375,4898.64990234375,160500,0.0,0.0,0.015938863613135186,
2021-11-12,4902.93017578125,4909.080078125,4875.35009765625,4888.3701171875,4888.3701171875,132700,0.0,0.0,-0.0021006984589935435,
2021-11-15,4894.41015625,4906.330078125,4863.39990234375,4882.3798828125,4882.3798828125,121800,0.0,0.0,-0.00122615666668509,
2021-11-16,4880.89990234375,4915.3701171875,4876.5,4883.31982421875,4883.31982421875,127300,0.0,0.0,0.0001924985279806214,
2021-11-17,4883.25,4891.52001953125,4864.52001953125,4885.75,4885.75,108500,0.0,0.0,0.0004975245084959223,
2021-11-18,4871.419921875,4871.419921875,4830.41015625,4837.6201171875,4837.6201171875,114500,0.0,0.0,-0.009899916454062251,
2021-11-19,4832.06005859375,4892.81005859375,4829.56982421875,4890.06005859375,4890.06005859375,127200,0.0,0.0,0.010781696858383904,
2021-11-22,4895.39013671875,4919.0,4893.27001953125,4912.39990234375,4912.39990234375,138100,0.0,0.0,0.00455801554218141,
2021-11-23,4905.759765625,4927.52001953125,4896.8798828125,4913.35009765625,4913.35009765625,154300,0.0,0.0,0.0001934092187288187,
2021-11-24,4914.02978515625,4935.490234375,4899.60986328125,4916.66015625,4916.66015625,137200,0.0,0.0,0.0006734598710191428,
2021-11-25,4917.60986328125,4921.330078125,4891.72998046875,4896.43994140625,4896.43994140625,116000,0.0,0.0,-0.0041210714778335674,
2021-11-26,4886.9501953125,4886.9501953125,4850.81005859375,4860.1298828125,4860.1298828125,120400,0.0,0.0,-0.007443236072627618,
2021-11-29,4820.009765625,4858.52978515625,4818.7099609375,4851.419921875,4851.419921875,133600,0.0,0.0,-0.001793732915551272,
2021-11-30,4857.18017578125,4871.25,4810.22021484375,4832.02978515625,4832.02978515625,129600,0.0,0.0,-0.004004804738196983,-0.015756780477554973
2021-12-01,4831.89013671875,4844.52001953125,4823.93017578125,4843.85009765625,4843.85009765625,123100,0.0,0.0,0.0024432544684853527,
2021-12-02,4839.91015625,4866.85009765625,4830.31982421875,4856.16015625,4856.16015625,148100,0.0,0.0,0.0025381550906049205,
2021-12-03,4856.97998046875,4901.02001953125,4853.35009765625,4901.02001953125,4901.02001953125,144100,0.0,0.0,0.009195316384879765,
2021-12-06,4909.43017578125,4943.89990234375,4888.68994140625,4892.6201171875,4892.6201171875,173600,0.0,0.0,-0.0017153794271042072,
2021-12-07,4930.830078125,4934.10009765625,4895.22021484375,4922.10009765625,4922.10009765625,179100,0.0,0.0,0.006007317270215724,
2021-12-08,4934.41015625,4995.93017578125,4915.7900390625,4995.93017578125,4995.93017578125,157500,0.0,0.0,0.01488832759392411,
2021-12-09,5000.68994140625,5114.5,4999.41015625,5078.68994140625,5078.68994140625,220600,0.0,0.0,0.01642972664114716,
2021-12-10,5046.27001953125,5060.06005859375,5035.81005859375,5055.1201171875,5055.1201171875,193700,0.0,0.0,-0.004651728537225541,
2021-12-13,5090.02001953125,5143.83984375,5079.72998046875,5083.7998046875,5083.7998046875,211800,0.0,0.0,0.0056573607867135885,
2021-12-14,5066.35009765625,5075.2099609375,5038.85986328125,5049.7001953125,5049.7001953125,159100,0.0,0.0,-0.0067301007716202505,
2021-12-15,5036.27978515625,5060.3701171875,5003.77978515625,5005.89990234375,5005.89990234375,150500,0.0,0.0,-0.008711676987048125,
2021-12-16,5006.60986328125,5034.72998046875,4987.22021484375,5034.72998046875,5034.72998046875,144100,0.0,0.0,0.005742698952699783,
2021-12-17,5021.33984375,5022.10986328125,4954.759765625,4954.759765625,4954.759765625,149000,0.0,0.0,-0.016011212843177098,
2021-12-20,4934.97021484375,4971.669921875,4872.68017578125,4880.419921875,4880.419921875,169700,0.0,0.0,-0.015117417655032144,
2021-12-21,4876.509765625,4917.7998046875,4872.9501953125,4913.490234375,4913.490234375,143300,0.0,0.0,0.00675326558191177,
2021-12-22,4924.580078125,4936.669921875,4903.169921875,4914.4501953125,4914.4501953125,133300,0.0,0.0,0.0001953534308476352,
2021-12-23,4924.2900390625,4948.740234375,4906.75,4948.740234375,4948.740234375,139600,0.0,0.0,0.006953161344086743,
2021-12-24,4953.06005859375,4964.91015625,4905.97998046875,4921.33984375,4921.33984375,142700,0.0,0.0,-0.005552226688720915,
2021-12-27,4918.14990234375,4939.68994140625,4894.16015625,4919.31982421875,4919.31982421875,124100,0.0,0.0,-0.0004105455584848331,
2021-12-28,4923.68994140625,4959.14013671875,4913.60009765625,4955.9599609375,4955.9599609375,130500,0.0,0.0,0.007420610990186839,
2021-12-29,4958.64990234375,4958.64990234375,4883.47998046875,4883.47998046875,4883.47998046875,113600,0.0,0.0,-0.014732808353190206,
2021-12-30,4882.16015625,4940.18017578125,4878.64990234375,4921.509765625,4921.509765625,121600,0.0,0.0,0.007757269889136694,
2021-12-31,4937.4599609375,4950.35986328125,4923.14013671875,4940.3701171875,4940.3701171875,121300,0.0,0.0,0.0038249045375437565,0.022173626140780514
2022-01-04,4957.97998046875,4961.4501953125,4874.52978515625,4917.77001953125,4917.77001953125,151500,0.0,0.0,-0.004585071207359864,
2022-01-05,4907.93017578125,4916.27978515625,4851.97998046875,4868.1201171875,4868.1201171875,178800,0.0,0.0,-0.010147330019013882,
2022-01-06,4842.16015625,4857.56005859375,4786.43017578125,4818.22998046875,4818.22998046875,157700,0.0,0.0,-0.01030121302436104,
2022-01-07,4824.31982421875,4856.64990234375,4818.18994140625,4822.3701171875,4822.3701171875,187100,0.0,0.0,0.0008588961125506106,
2022-01-10,4812.22998046875,4844.39013671875,4780.81982421875,4844.0498046875,4844.0498046875,156200,0.0,0.0,0.004485574602696943,
2022-01-11,4840.009765625,4850.8798828125,4791.89013671875,4797.77001953125,4797.77001953125,146900,0.0,0.0,-0.009599876666243618,
