product_name,product_code,currency,asset_class,sub_category,risk_level,return_1y,return_3y,return_5y,volatility_1y,volatility_3y,volatility_5y,max_drawdown_1y,max_drawdown_2y,max_drawdown_3y,sharpe_ratio_1y,sharpe_ratio_3y,sharpe_ratio_5y
易方达稳健收益C,100010,CNY,固收+,固收增强型,R2,12.16,6.1,10.0,8.99,8.28,6.43,-6.9,-14.66,-14.92,1.5,0.93,1.06
华安日日鑫C,000013,CNY,现金类,货币基金,R1,2.43,2.12,3.58,0.84,0.79,1.25,-0.72,-1.16,0.0,2.01,,
嘉实超短债,010000,CNY,现金类,短债型,R1,2.7,3.02,,1.47,0.26,0.09,-1.76,-0.55,-2.55,3.0,1.9,1.96
易方达中证500B,510009,CNY,股票类,股票型,R4,16.85,13.87,9.49,20.27,,21.61,-10.71,-28.69,-31.94,0.68,0.31,
南方创业板C,510018,CNY,股票类,股票型,R4,,18.16,16.56,25.74,16.18,17.92,-19.28,-26.15,-29.88,1.2,0.75,0.78
富国量化多因子C,540008,CNY,股票类,量化多因子,R3,20.82,18.95,14.3,22.01,,18.33,-19.55,-15.88,-23.24,1.1,0.56,0.49
广发稳健增长,110000,CNY,固收+,偏债混合型,R3,10.48,8.58,10.0,6.72,7.2,6.72,-10.67,-14.89,-9.85,1.36,0.85,0.74
华夏纯债,020003,CNY,现金类,纯债型,R1,2.65,3.01,3.03,0.87,,0.97,-1.24,-0.85,-3.35,2.3,,2.48
易方达安心债券B,130004,CNY,固收+,二级债基,R2,11.28,,7.42,8.21,7.91,6.56,-9.84,-18.85,-15.97,0.75,0.76,0.9
南方短债,010003,CNY,现金类,短债型,R2,3.47,2.34,3.73,1.61,1.16,0.67,-1.48,-1.78,-0.91,2.96,2.64,1.75
广发安泽短债B,010005,CNY,现金类,短债型,R2,4.33,3.81,,0.77,0.63,0.93,-1.5,-1.27,-1.23,2.71,2.06,1.84
易方达纯债D,020017,CNY,现金类,纯债型,R2,2.14,2.96,2.89,0.9,,0.7,-1.94,-1.91,-1.91,2.31,1.74,
南方安心优选,110001,CNY,固收+,偏债混合型,R3,10.41,6.9,7.95,8.41,5.73,9.43,-3.61,-14.8,-17.34,1.07,1.01,0.98
广发稳健增长B,110004,CNY,固收+,偏债混合型,R3,12.2,10.34,9.07,9.3,7.75,7.68,-5.38,-15.56,-13.75,0.9,0.96,1.08
高毅多策略B,900003,CNY,另类,多策略对冲,R3,14.24,5.12,5.35,14.65,16.58,12.3,-16.57,-19.0,-30.32,0.95,0.9,0.66
中欧医疗健康B,530006,CNY,股票类,行业主题型,R5,27.94,7.15,8.06,12.0,20.06,22.47,-13.11,-29.44,-20.97,0.35,0.35,0.62
兴全量化精选,520004,CNY,股票类,股票增强型,R5,9.27,13.41,12.99,27.49,15.97,23.7,-22.44,-37.36,-30.3,0.75,,0.54
天弘余额宝C,000010,CNY,现金类,货币基金,R1,2.87,3.84,2.28,0.19,1.56,0.67,-1.33,-0.72,-2.61,2.93,2.34,1.75
景林对冲精选,900001,CNY,另类,多策略对冲,R3,9.39,8.46,10.59,6.0,16.72,8.3,-16.33,-21.36,-18.82,0.4,0.83,
兴全量化精选B,520009,CNY,股票类,股票增强型,R5,10.89,21.0,15.47,23.81,23.2,20.47,-28.11,-29.43,-39.42,0.94,0.62,0.51
嘉实沪深300C,510019,CNY,股票类,股票型,R3,27.16,18.59,11.32,24.42,,18.37,-23.98,-33.64,-33.35,1.2,0.32,
南方短债C,010011,CNY,现金类,短债型,R2,3.24,2.76,2.77,0.22,1.3,0.72,-1.09,0.0,-1.7,1.97,1.95,
中银稳健增利C,110011,CNY,固收+,偏债混合型,R2,8.88,5.14,7.19,,6.98,,-6.48,-14.95,-17.62,0.53,0.87,
南方现金增利,000002,CNY,现金类,货币基金,R1,3.72,2.47,2.3,0.08,1.13,0.34,-2.0,-1.21,0.0,2.25,2.39,
华安黄金ETF,510000,CNY,另类,商品型,R3,11.44,,8.19,11.63,13.24,10.73,-11.89,-21.03,-20.14,0.79,0.95,0.72
广发中证1000,510005,CNY,股票类,股票型,R3,13.71,14.03,13.74,25.39,19.32,19.99,-29.41,-38.97,-27.5,1.04,,0.62
博时现金收益C,000014,CNY,现金类,货币基金,R1,3.7,2.93,,1.13,1.59,0.94,-0.73,-0.7,,2.11,1.81,1.59
天弘余额宝B,000005,CNY,现金类,货币基金,R1,2.02,2.31,2.76,0.7,0.82,0.77,,-1.1,-2.07,2.43,2.12,1.31
招商产业债D,100016,CNY,固收+,固收增强型,R2,7.91,7.11,9.18,11.16,7.22,6.97,-9.85,-17.54,-19.86,0.75,,0.75
嘉实超短债C,010008,CNY,现金类,短债型,R2,1.79,,3.42,0.63,0.54,0.83,-0.43,-2.26,-1.94,2.41,2.34,1.95
兴全可转债C,120008,CNY,固收+,可转债型,R4,15.0,,6.79,10.22,6.44,8.27,-12.16,-14.84,-6.41,0.95,0.99,
招财宝B,000007,CNY,现金类,现金类-其他,R1,2.79,3.51,3.78,0.39,1.12,0.58,-1.05,0.0,-3.5,2.35,2.26,2.23
长信可转债B,120006,CNY,固收+,可转债型,R4,7.95,7.3,6.52,12.0,8.57,,-7.71,-8.64,-14.37,0.94,0.92,0.86
余额宝B,000004,CNY,现金类,现金类-其他,R1,2.67,2.84,2.86,0.81,0.78,1.35,-0.72,-1.72,-1.3,2.12,2.51,2.01
华宝可转债B,120007,CNY,固收+,可转债型,R4,8.89,9.46,7.08,9.47,7.88,7.6,-14.99,-9.06,-13.85,1.25,0.6,
华泰柏瑞量化C,520011,CNY,股票类,股票增强型,R4,18.4,16.98,18.03,24.86,,20.06,-22.62,-37.52,-34.15,0.63,0.71,0.51
博时上证50B,510012,CNY,股票类,股票型,R3,23.55,11.13,18.31,17.48,19.87,22.74,-30.19,-28.29,-23.54,0.3,0.68,0.66
国联安半导体,530003,CNY,股票类,行业主题型,R4,16.48,7.36,17.58,20.48,25.33,16.12,-26.25,-29.96,,0.71,0.57,0.71
南方现金增利B,000007,CNY,现金类,货币基金,R1,2.77,2.69,2.98,1.08,0.9,,-0.78,-0.61,-1.05,1.69,1.4,2.18
华宝科技龙头B,530010,CNY,股票类,行业主题型,R5,32.34,14.32,14.66,22.4,28.0,,-15.5,-30.96,,0.46,0.37,
九坤对冲精选,890001,CNY,另类,市场中性,R3,13.71,7.37,7.13,13.14,9.74,13.17,-17.57,-20.26,-28.71,0.3,0.72,1.0
兴全可转债,120000,CNY,固收+,可转债型,R4,9.59,12.0,,6.62,10.6,7.75,-10.95,-14.31,-17.02,1.11,1.04,0.78
嘉实超短债B,010004,CNY,现金类,短债型,R2,2.16,2.98,2.1,1.16,0.83,0.58,-1.8,-1.11,-2.53,1.81,1.4,1.89
富国量化多因子B,540004,CNY,股票类,量化多因子,R3,20.14,23.46,13.73,20.01,23.9,15.0,-21.03,-24.22,,0.33,0.85,0.67
天弘余额宝D,000015,CNY,现金类,货币基金,R1,1.53,4.0,2.4,0.89,0.78,0.87,-0.59,-0.85,-2.58,2.19,2.2,1.83
招商安瑞进取D,020015,CNY,现金类,纯债型,R2,1.5,2.5,2.8,0.51,0.84,,-0.96,-1.67,-2.65,2.31,2.25,
国联安半导体B,530009,CNY,股票类,行业主题型,R5,14.75,16.52,12.08,20.01,23.15,22.58,-25.82,-34.32,-36.2,0.2,0.38,0.81
易方达易理财B,000006,CNY,现金类,货币基金,R1,2.3,2.82,2.36,1.3,1.59,,-0.39,-1.66,-0.51,2.31,1.98,1.72
易方达易理财,000001,CNY,现金类,货币基金,R1,2.18,,2.76,1.61,0.96,1.5,-0.8,-1.36,-2.31,2.3,2.05,2.11
华泰柏瑞量化B,520006,CNY,股票类,股票增强型,R5,18.44,13.16,10.29,24.82,22.25,18.59,-16.88,-27.7,-27.5,0.86,0.5,0.55
南方短债B,010007,CNY,现金类,短债型,R1,3.55,2.75,2.93,1.26,0.2,0.55,-0.6,-2.44,-1.71,1.74,2.26,1.89
易方达安心债券,130000,CNY,固收+,二级债基,R3,10.92,5.71,9.45,5.71,8.45,6.56,-9.19,-11.27,-13.97,1.11,1.23,0.95
博时稳定价值C,130011,CNY,固收+,二级债基,R2,4.33,,7.5,9.67,5.01,7.97,-5.32,-17.04,-7.56,1.1,0.83,0.87
南方创业板,510002,CNY,股票类,股票型,R3,9.31,12.91,,21.5,16.97,21.53,-26.25,-32.19,,0.55,0.97,0.62
博时信用债,110002,CNY,固收+,偏债混合型,R3,15.0,7.65,5.8,5.24,6.9,7.46,-3.62,-14.44,-14.44,1.0,1.16,
天弘新能源C,530014,CNY,股票类,行业主题型,R4,15.67,19.09,,23.25,17.58,20.77,-17.8,-42.52,-29.65,0.53,0.75,0.52
灵均CTA策略B,880006,CNY,另类,CTA策略,R3,8.96,13.36,8.24,14.05,14.21,8.94,-9.8,-19.42,-18.31,0.53,0.48,
中信中性策略B,890003,CNY,另类,市场中性,R2,13.66,7.94,6.21,13.36,16.76,8.71,-22.34,-18.09,-22.18,0.84,0.79,0.69
博时信用债C,110010,CNY,固收+,偏债混合型,R2,10.34,9.29,,10.66,8.29,,-6.87,-12.84,,1.36,0.83,1.17
博时稳定纯债C,020014,CNY,现金类,纯债型,R1,3.38,2.03,,1.45,0.68,,-0.93,-0.29,,2.59,2.01,1.63
华宝科技龙头,530004,CNY,股票类,行业主题型,R5,11.99,14.82,12.95,,22.8,22.46,-29.53,-41.51,-23.78,0.78,0.52,0.84
明汯中性优选,890002,CNY,另类,市场中性,R3,14.53,8.94,6.91,13.08,14.0,8.84,-9.43,-15.07,-18.01,0.91,0.75,0.82
嘉实增强收益,100004,CNY,固收+,固收增强型,R2,5.33,9.43,6.64,7.25,9.07,8.06,-10.08,-8.15,,0.73,1.06,0.97
国泰量化增强,520002,CNY,股票类,股票增强型,R4,26.49,9.8,11.25,18.86,18.71,25.35,-19.97,-39.46,-26.66,1.2,0.83,0.42
广发安泽短债C,010009,CNY,现金类,短债型,R1,2.72,2.44,2.94,0.46,0.0,0.91,-0.55,-3.0,-3.01,2.48,,
招商安泰债券,130001,CNY,固收+,二级债基,R3,8.27,9.93,8.78,5.54,8.9,8.38,-9.89,-7.34,-16.21,1.03,0.92,0.88
招商白酒,530001,CNY,股票类,行业主题型,R4,30.88,20.06,20.0,17.55,24.05,21.0,-10.0,-36.06,,0.49,0.55,0.35
嘉实沪深300B,510011,CNY,股票类,股票型,R4,13.18,22.16,7.24,23.64,28.0,17.78,-26.04,-29.25,-38.03,0.31,0.66,0.48
高毅多策略,900000,CNY,另类,多策略对冲,R3,13.1,11.96,7.33,11.88,12.92,9.62,-5.0,-27.84,-21.35,1.3,0.75,0.7
易方达纯债C,020012,CNY,现金类,纯债型,R1,1.91,2.73,2.56,1.16,1.5,0.05,-0.94,-1.62,-1.33,2.33,1.84,
富国沪深300,510006,CNY,股票类,股票型,R4,27.53,17.22,10.08,22.63,26.38,20.4,-12.72,-45.0,-27.42,0.72,0.6,0.64
国泰量化增强B,520007,CNY,股票类,股票增强型,R5,25.6,18.4,12.42,21.53,25.47,18.87,-19.08,-31.52,-35.74,0.97,0.79,0.74
华安日日鑫B,000008,CNY,现金类,货币基金,R1,1.97,2.78,2.37,0.1,1.14,1.03,-1.29,-3.0,-2.55,2.4,,1.46
博时上证50,510004,CNY,股票类,股票型,R3,8.91,12.08,10.77,25.76,22.2,15.65,-20.47,-32.89,-39.42,0.85,0.83,0.75
中欧医疗健康,530000,CNY,股票类,行业主题型,R4,23.9,22.78,12.09,22.81,23.42,19.4,-21.1,-29.91,-33.22,0.51,0.65,0.69
易方达短债C,010010,CNY,现金类,短债型,R2,4.5,2.91,,0.64,0.82,1.27,-1.32,-2.1,-2.48,1.89,2.14,2.39
广发安泽短债D,010013,CNY,现金类,短债型,R1,3.36,2.43,,,0.61,1.14,-1.17,-1.8,-2.96,2.41,2.8,1.58
招商安泰债券C,130009,CNY,固收+,二级债基,R2,9.13,7.71,8.45,12.0,7.16,5.79,-9.26,-5.0,-19.32,1.41,1.24,
嘉实超短债D,010012,CNY,现金类,短债型,R2,3.86,2.96,2.25,1.46,0.6,,-0.06,-0.69,-2.45,2.73,2.12,2.16
南方创业板B,510010,CNY,股票类,股票型,R5,19.8,15.79,20.0,20.13,22.06,20.4,-29.8,-21.43,-27.98,,0.79,
易方达稳健收益B,100005,CNY,固收+,固收增强型,R3,8.07,8.65,5.12,9.85,7.72,6.85,-5.85,-15.14,-22.19,0.61,1.06,0.67
天弘余额宝,000000,CNY,现金类,货币基金,R1,3.42,2.94,3.14,0.54,0.98,0.22,-1.06,-2.18,-2.74,2.71,2.48,2.08
易方达短债D,010014,CNY,现金类,短债型,R1,3.02,3.68,2.86,1.23,0.42,0.91,-1.09,-0.76,-0.81,3.0,2.3,2.0
零钱通,000001,CNY,现金类,现金类-其他,R1,2.81,3.06,3.02,0.93,1.26,1.05,-1.87,-0.52,-3.66,2.64,2.49,1.57
华夏沪深300ETF,510000,CNY,股票类,股票型,R5,23.73,14.84,14.93,27.85,20.18,19.86,-12.63,-24.24,-37.76,0.84,0.57,0.56
景林对冲精选B,900004,CNY,另类,多策略对冲,R4,8.88,9.8,6.52,12.77,18.0,10.94,-16.79,-22.56,-17.85,,0.72,0.64
工银纯债B,020006,CNY,现金类,纯债型,R1,,3.18,,0.87,1.23,0.98,-1.47,-0.69,-2.54,2.55,2.23,2.45
华夏回报C,100013,CNY,固收+,固收增强型,R3,8.79,4.68,7.64,8.42,8.41,5.9,-12.24,-8.55,-15.69,1.17,0.95,0.88
易方达易理财C,000011,CNY,现金类,货币基金,R1,4.5,2.57,3.23,1.15,1.49,1.34,-0.98,-2.07,-1.54,2.0,2.8,
工银双利B,100007,CNY,固收+,固收增强型,R3,7.91,7.89,7.46,4.58,5.98,8.43,-8.49,-13.19,-15.41,1.09,0.86,0.75
中欧医疗健康C,530012,CNY,股票类,行业主题型,R4,31.42,18.06,,16.33,20.33,,-27.97,-40.37,,0.93,0.98,0.43
工银纯债D,020016,CNY,现金类,纯债型,R2,2.18,3.68,2.86,,,0.76,-0.65,-1.33,-1.05,2.36,1.89,2.01
银华量化优选B,520008,CNY,股票类,股票增强型,R5,29.79,15.6,15.06,19.6,22.13,,-23.31,-29.27,-29.24,0.5,1.0,0.49
天弘新能源B,530008,CNY,股票类,行业主题型,R5,27.16,10.82,14.39,18.61,18.22,20.21,-28.97,-34.15,-43.58,1.19,0.66,
易方达安心债券C,130008,CNY,固收+,二级债基,R3,12.74,6.65,7.42,6.33,11.0,,-12.56,-11.34,-12.49,1.1,0.92,0.85
华夏纯债B,020008,CNY,现金类,纯债型,R2,2.87,2.94,,1.58,0.48,,-0.88,-0.77,-1.5,2.32,2.45,1.3
博时稳定纯债B,020009,CNY,现金类,纯债型,R2,3.51,2.54,,0.08,1.13,,-0.31,-1.6,-1.05,2.85,2.56,2.39
景顺长城量化精选B,520005,CNY,股票类,股票增强型,R5,20.52,13.67,12.93,23.98,26.55,17.1,-10.0,-44.64,-35.21,0.85,0.7,0.54
银华量化优选,520003,CNY,股票类,股票增强型,R4,16.37,21.52,9.85,23.0,23.71,17.95,-22.87,-45.0,-42.2,0.64,0.43,0.85
幻方CTA,880003,CNY,另类,CTA策略,R4,8.86,11.62,8.09,13.68,14.84,11.19,-13.05,-19.57,-20.84,0.65,,0.45
招商安瑞进取,020000,CNY,现金类,纯债型,R2,3.15,2.71,3.05,0.85,0.98,1.24,-1.5,-0.65,-0.68,2.21,1.4,1.72
博时信用债B,110006,CNY,固收+,偏债混合型,R3,9.84,9.22,,8.37,7.33,7.74,-5.78,-16.35,,1.03,0.83,1.07
招商白酒B,530007,CNY,股票类,行业主题型,R5,22.88,15.34,5.0,20.6,16.43,,-18.31,-27.25,-41.52,0.57,0.46,0.62
招财宝,000003,CNY,现金类,现金类-其他,R1,4.21,2.22,2.63,0.99,1.03,0.45,-0.79,-1.86,-2.01,2.45,,1.9
富国量化多因子,540000,CNY,股票类,量化多因子,R3,6.46,7.77,12.68,22.17,17.83,22.26,-32.88,-30.5,-43.69,0.54,,0.63
兴全可转债B,120004,CNY,固收+,可转债型,R3,12.52,9.09,6.44,9.54,5.0,8.94,-14.22,-13.86,-20.82,0.68,1.15,0.8
易方达纯债B,020007,CNY,现金类,纯债型,R1,2.83,2.71,2.89,0.85,1.26,,-1.81,-2.29,-3.07,2.61,2.7,1.87
易方达消费精选B,530011,CNY,股票类,行业主题型,R5,21.53,11.91,,14.6,18.74,17.53,-11.96,-23.39,-34.06,1.07,0.66,0.51
易方达短债B,010006,CNY,现金类,短债型,R2,2.34,2.45,2.8,1.18,1.31,0.45,-0.25,-1.7,-2.02,1.97,1.4,2.17
嘉实沪深300,510003,CNY,股票类,股票型,R3,12.07,19.41,7.92,21.94,14.14,16.85,-21.27,-24.46,-32.63,0.67,,0.58
招商安泰债券B,130005,CNY,固收+,二级债基,R2,13.18,9.84,4.64,6.02,9.41,6.27,-9.67,-10.44,-20.1,1.03,0.72,0.78
长信量化先锋B,540006,CNY,股票类,量化多因子,R3,23.59,17.08,16.39,18.7,20.06,17.81,-25.28,-27.17,-27.94,0.47,0.8,0.81
广发安泽短债,010001,CNY,现金类,短债型,R1,4.16,4.0,3.8,1.6,1.36,0.97,-0.61,-1.91,-2.82,2.25,2.04,1.76
易方达黄金ETFB,510007,CNY,另类,商品型,R4,10.13,8.21,,6.0,,12.93,-21.2,-18.67,-20.77,1.14,,
国泰黄金ETFB,510005,CNY,另类,商品型,R5,16.35,11.12,8.29,16.75,12.43,9.52,-15.82,-23.1,-26.72,0.76,0.61,0.68
九坤CTA优选B,880004,CNY,另类,CTA策略,R4,10.4,13.27,9.58,16.38,15.9,,-14.56,-17.91,-26.36,0.72,0.86,0.89
长信量化先锋,540002,CNY,股票类,量化多因子,R4,18.48,17.26,10.24,21.39,20.46,23.71,-20.91,-27.47,-37.3,0.58,0.57,0.68
南方安心优选B,110005,CNY,固收+,偏债混合型,R3,9.57,8.09,4.96,9.49,,8.31,-3.0,-13.65,-14.46,1.06,1.23,0.86
天弘新能源,530002,CNY,股票类,行业主题型,R5,16.06,11.89,13.06,22.54,27.57,23.11,-26.11,-36.74,-30.06,0.37,0.97,0.79
汇添富中证800,510007,CNY,股票类,股票型,R5,5.09,14.46,13.84,27.65,19.19,18.28,-25.64,-23.13,-31.37,0.57,0.74,0.64
南方宝元债券C,130010,CNY,固收+,二级债基,R2,7.34,9.14,9.44,7.24,7.69,6.77,-12.04,-14.93,-21.31,1.01,0.82,0.91
富国可转债,120001,CNY,固收+,可转债型,R4,8.93,12.0,9.59,8.87,8.06,7.65,-7.16,-16.34,-16.72,0.58,1.02,
广发稳健增长C,110008,CNY,固收+,偏债混合型,R3,7.49,5.96,8.06,8.49,7.15,5.9,-6.38,-10.06,-15.97,1.46,0.76,0.63
易方达黄金ETF,510003,CNY,另类,商品型,R3,,3.0,8.98,13.68,12.45,10.63,-9.38,-13.79,-27.33,,0.82,
九坤CTA优选,880000,CNY,另类,CTA策略,R4,5.11,3.0,,13.64,17.45,14.29,-13.95,-21.7,-17.46,0.56,0.83,
博时信用债D,110014,CNY,固收+,偏债混合型,R3,10.72,10.8,8.39,8.12,7.03,8.37,-7.82,-9.14,-12.48,1.26,0.86,1.09
华夏沪深300ETFB,510008,CNY,股票类,股票型,R5,27.26,,9.87,19.53,19.63,16.48,-20.65,-28.04,,0.7,0.61,0.43
广发中证1000B,510013,CNY,股票类,股票型,R5,25.86,9.62,7.55,23.35,22.04,21.19,-20.33,-35.1,-32.14,0.77,,0.53
工银双利,100002,CNY,固收+,固收增强型,R2,8.9,6.91,5.93,8.21,7.62,,-4.49,-20.0,-10.32,1.31,0.6,0.82
理财通B,000006,CNY,现金类,现金类-其他,R1,2.59,2.47,2.62,0.92,0.69,0.01,-0.63,-2.3,-1.76,3.0,1.78,1.3
博时现金收益D,000019,CNY,现金类,货币基金,R1,2.9,,2.91,0.61,1.19,0.7,-0.79,-2.17,-2.44,2.52,1.97,2.42
易方达中证500C,510017,CNY,股票类,股票型,R3,16.65,19.57,13.3,15.39,21.61,21.56,-28.02,-28.85,-33.53,0.41,0.71,
易方达稳健收益D,100015,CNY,固收+,固收增强型,R2,7.68,10.89,7.29,10.06,5.77,7.83,-6.33,-12.19,-10.44,0.87,1.2,1.2
博时黄金,510002,CNY,另类,商品型,R5,13.35,10.94,8.75,13.31,,11.06,-15.76,-20.07,,1.08,0.85,
易方达短债,010002,CNY,现金类,短债型,R2,3.52,3.43,2.94,1.74,,0.32,-1.1,-2.04,-3.87,2.22,2.06,2.35
理财通,000002,CNY,现金类,现金类-其他,R1,2.69,2.29,2.8,0.85,1.25,1.24,-0.3,-1.92,-2.21,1.62,1.82,2.19
灵均CTA策略,880002,CNY,另类,CTA策略,R4,7.3,12.36,7.5,12.97,11.6,11.85,-10.87,-23.77,-26.61,0.72,0.51,0.61
招商产业债B,100006,CNY,固收+,固收增强型,R3,14.26,4.0,9.54,8.42,7.85,6.82,-7.8,-12.64,-10.26,1.03,0.98,
中金量化优选B,540007,CNY,股票类,量化多因子,R3,23.1,24.41,9.6,15.4,14.77,24.61,-18.41,-30.42,-31.76,0.42,1.0,0.64
博时稳定价值B,130007,CNY,固收+,二级债基,R3,9.15,8.08,5.95,6.67,5.9,9.69,-12.73,-15.1,-18.91,1.22,0.9,
中金量化优选,540003,CNY,股票类,量化多因子,R4,16.84,16.88,20.0,24.92,19.86,23.8,-25.05,-45.0,-42.06,0.23,,0.58
淡水泉多策略,900002,CNY,另类,多策略对冲,R3,20.0,4.91,7.93,10.68,13.67,,-14.9,-22.53,-19.45,1.25,,0.7
招商产业债,100001,CNY,固收+,固收增强型,R3,14.55,10.25,6.6,5.79,11.0,7.57,-8.96,-12.59,-14.56,0.96,0.85,0.79
华安量化优选,540001,CNY,股票类,量化多因子,R3,13.55,13.67,,25.53,18.98,22.8,-29.56,-26.03,-22.47,0.2,0.51,0.7
南方安心优选D,110013,CNY,固收+,偏债混合型,R2,11.63,7.56,7.04,8.42,5.0,7.19,-11.05,-16.26,-16.84,1.45,1.06,0.78
华泰柏瑞量化,520001,CNY,股票类,股票增强型,R5,20.34,12.4,20.0,23.85,14.0,21.01,-26.64,-23.61,-40.34,0.67,,0.69
易方达稳健收益,100000,CNY,固收+,固收增强型,R3,5.11,,6.5,11.34,7.61,5.62,-9.74,-13.52,-25.0,0.99,0.91,0.99
华夏纯债C,020013,CNY,现金类,纯债型,R2,2.76,2.46,3.38,1.01,,1.46,-1.03,-2.03,-3.51,1.57,1.55,1.98
九坤对冲精选B,890004,CNY,另类,市场中性,R3,17.7,4.2,5.64,12.64,7.98,11.1,-6.69,-18.89,-21.06,0.48,0.64,0.67
南方现金增利D,000017,CNY,现金类,货币基金,R1,3.93,2.91,3.04,1.85,1.01,1.5,-0.72,-2.82,-1.25,2.39,2.55,2.1
易方达消费精选,530005,CNY,股票类,行业主题型,R4,20.87,21.1,,21.3,28.0,25.33,-24.06,-22.71,-28.84,1.04,0.48,0.72
招商安瑞进取C,020010,CNY,现金类,纯债型,R2,3.56,2.94,2.18,0.88,0.52,1.5,-1.09,-1.41,-1.45,2.27,2.69,1.71
明汯中性优选B,890005,CNY,另类,市场中性,R3,9.57,12.84,8.75,9.11,13.18,12.62,-9.3,-10.31,-28.84,0.6,0.53,0.69
易方达中证500,510001,CNY,股票类,股票型,R5,21.81,6.41,6.03,18.47,17.46,21.36,-28.18,-40.59,,1.07,0.61,0.63
