product_name,product_code,currency,asset_class,sub_category,risk_level,return_1y,return_3y,return_5y,volatility_1y,volatility_3y,volatility_5y,max_drawdown_1y,max_drawdown_2y,max_drawdown_3y,sharpe_ratio_1y,sharpe_ratio_3y,sharpe_ratio_5y
招商安瑞进取D,20015,CNY,现金类,纯债型,R2,1.5,2.5,2.8,0.51,0.84,,-0.96,-1.67,-2.65,2.31,2.25,
招商安瑞进取B,20005,CNY,现金类,纯债型,R1,2.9,2.36,3.4,0.94,0.0,1.07,-1.27,-1.57,-1.67,2.32,2.35,1.77
工银纯债D,20016,CNY,现金类,纯债型,R2,2.18,3.68,2.86,,,0.76,-0.65,-1.33,-1.05,2.36,1.89,2.01
博时稳定纯债C,20014,CNY,现金类,纯债型,R1,3.38,2.03,,1.45,0.68,,-0.93,-0.29,,2.59,2.01,1.63
易方达中证500C,510017,CNY,股票类,股票型,R3,16.65,19.57,13.3,15.39,21.61,21.56,-28.02,-28.85,-33.53,0.41,0.71,
南方创业板B,510010,CNY,股票类,股票型,R5,19.8,15.79,20.0,20.13,22.06,20.4,-29.8,-21.43,-27.98,,0.79,
嘉实沪深300B,510011,CNY,股票类,股票型,R4,13.18,22.16,7.24,23.64,28.0,17.78,-26.04,-29.25,-38.03,0.31,0.66,0.48
富国沪深300B,510014,CNY,股票类,股票型,R3,33.99,,14.28,15.64,23.3,17.82,-17.58,-21.31,-40.57,0.94,0.72,0.74
嘉实沪深300,510003,CNY,股票类,股票型,R3,12.07,19.41,7.92,21.94,14.14,16.85,-21.27,-24.46,-32.63,0.67,,0.58
南方创业板,510002,CNY,股票类,股票型,R3,9.31,12.91,,21.5,16.97,21.53,-26.25,-32.19,,0.55,0.97,0.62
南方创业板C,510018,CNY,股票类,股票型,R4,,18.16,16.56,25.74,16.18,17.92,-19.28,-26.15,-29.88,1.2,0.75,0.78
广发中证1000,510005,CNY,股票类,股票型,R3,13.71,14.03,13.74,25.39,19.32,19.99,-29.41,-38.97,-27.5,1.04,,0.62
汇添富中证800B,510015,CNY,股票类,股票型,R4,34.23,14.33,,17.61,17.89,18.26,-22.98,-27.44,-31.79,0.91,0.65,0.82
博时上证50B,510012,CNY,股票类,股票型,R3,23.55,11.13,18.31,17.48,19.87,22.74,-30.19,-28.29,-23.54,0.3,0.68,0.66
博时上证50,510004,CNY,股票类,股票型,R3,8.91,12.08,10.77,25.76,22.2,15.65,-20.47,-32.89,-39.42,0.85,0.83,0.75
华夏沪深300ETFB,510008,CNY,股票类,股票型,R5,27.26,,9.87,19.53,19.63,16.48,-20.65,-28.04,,0.7,0.61,0.43
广发中证1000B,510013,CNY,股票类,股票型,R5,25.86,9.62,7.55,23.35,22.04,21.19,-20.33,-35.1,-32.14,0.77,,0.53
银华量化优选B,520008,CNY,股票类,股票增强型,R5,29.79,15.6,15.06,19.6,22.13,,-23.31,-29.27,-29.24,0.5,1.0,0.49
国泰量化增强B,520007,CNY,股票类,股票增强型,R5,25.6,18.4,12.42,21.53,25.47,18.87,-19.08,-31.52,-35.74,0.97,0.79,0.74
兴全量化精选B,520009,CNY,股票类,股票增强型,R5,10.89,21.0,15.47,23.81,23.2,20.47,-28.11,-29.43,-39.42,0.94,0.62,0.51
华泰柏瑞量化,520001,CNY,股票类,股票增强型,R5,20.34,12.4,20.0,23.85,14.0,21.01,-26.64,-23.61,-40.34,0.67,,0.69
国泰量化增强,520002,CNY,股票类,股票增强型,R4,26.49,9.8,11.25,18.86,18.71,25.35,-19.97,-39.46,-26.66,1.2,0.83,0.42
景顺长城量化精选,520000,CNY,股票类,股票增强型,R4,25.15,,6.45,18.88,24.81,20.68,-29.24,-35.36,,0.87,0.52,0.65
中欧医疗健康C,530012,CNY,股票类,行业主题型,R4,31.42,18.06,,16.33,20.33,,-27.97,-40.37,,0.93,0.98,0.43
易方达消费精选,530005,CNY,股票类,行业主题型,R4,20.87,21.1,,21.3,28.0,25.33,-24.06,-22.71,-28.84,1.04,0.48,0.72
易方达消费精选B,530011,CNY,股票类,行业主题型,R5,21.53,11.91,,14.6,18.74,17.53,-11.96,-23.39,-34.06,1.07,0.66,0.51
招商白酒,530001,CNY,股票类,行业主题型,R4,30.88,20.06,20.0,17.55,24.05,21.0,-10.0,-36.06,,0.49,0.55,0.35
天弘新能源,530002,CNY,股票类,行业主题型,R5,16.06,11.89,13.06,22.54,27.57,23.11,-26.11,-36.74,-30.06,0.37,0.97,0.79
招商白酒B,530007,CNY,股票类,行业主题型,R5,22.88,15.34,5.0,20.6,16.43,,-18.31,-27.25,-41.52,0.57,0.46,0.62
天弘新能源B,530008,CNY,股票类,行业主题型,R5,27.16,10.82,14.39,18.61,18.22,20.21,-28.97,-34.15,-43.58,1.19,0.66,
招商白酒C,530013,CNY,股票类,行业主题型,R4,24.22,12.41,,18.81,18.93,18.12,-22.2,-36.23,-31.84,0.69,0.61,0.5
国联安半导体,530003,CNY,股票类,行业主题型,R4,16.48,7.36,17.58,20.48,25.33,16.12,-26.25,-29.96,,0.71,0.57,0.71
天弘余额宝C,10,CNY,现金类,货币基金,R1,2.87,3.84,2.28,0.19,1.56,0.67,-1.33,-0.72,-2.61,2.93,2.34,1.75
南方现金增利,2,CNY,现金类,货币基金,R1,3.72,2.47,2.3,0.08,1.13,0.34,-2.0,-1.21,0.0,2.25,2.39,
华安日日鑫D,18,CNY,现金类,货币基金,R1,2.9,2.23,2.81,0.57,0.64,0.97,-0.17,-1.2,-3.2,2.42,2.52,1.72
天弘余额宝D,15,CNY,现金类,货币基金,R1,1.53,4.0,2.4,0.89,0.78,0.87,-0.59,-0.85,-2.58,2.19,2.2,1.83
易方达易理财C,11,CNY,现金类,货币基金,R1,4.5,2.57,3.23,1.15,1.49,1.34,-0.98,-2.07,-1.54,2.0,2.8,
天弘余额宝,0,CNY,现金类,货币基金,R1,3.42,2.94,3.14,0.54,0.98,0.22,-1.06,-2.18,-2.74,2.71,2.48,2.08
博时现金收益,4,CNY,现金类,货币基金,R1,2.33,2.92,,1.0,1.39,0.93,-1.01,-0.89,-0.61,2.46,2.1,
南方现金增利C,12,CNY,现金类,货币基金,R1,3.1,2.7,2.98,0.33,0.46,1.2,-1.33,-2.29,-1.46,2.69,2.35,2.2
天弘余额宝B,5,CNY,现金类,货币基金,R1,2.02,2.31,2.76,0.7,0.82,0.77,,-1.1,-2.07,2.43,2.12,1.31
博时现金收益B,9,CNY,现金类,货币基金,R1,3.14,2.89,3.16,1.06,0.46,1.2,-1.08,-1.52,-2.93,2.08,,1.63
华安日日鑫C,13,CNY,现金类,货币基金,R1,2.43,2.12,3.58,0.84,0.79,1.25,-0.72,-1.16,0.0,2.01,,
博时现金收益D,19,CNY,现金类,货币基金,R1,2.9,,2.91,0.61,1.19,0.7,-0.79,-2.17,-2.44,2.52,1.97,2.42
易方达易理财B,6,CNY,现金类,货币基金,R1,2.3,2.82,2.36,1.3,1.59,,-0.39,-1.66,-0.51,2.31,1.98,1.72
中金量化优选B,540007,CNY,股票类,量化多因子,R3,23.1,24.41,9.6,15.4,14.77,24.61,-18.41,-30.42,-31.76,0.42,1.0,0.64
富国量化多因子B,540004,CNY,股票类,量化多因子,R3,20.14,23.46,13.73,20.01,23.9,15.0,-21.03,-24.22,,0.33,0.85,0.67
长信量化先锋B,540006,CNY,股票类,量化多因子,R3,23.59,17.08,16.39,18.7,20.06,17.81,-25.28,-27.17,-27.94,0.47,0.8,0.81
富国量化多因子C,540008,CNY,股票类,量化多因子,R3,20.82,18.95,14.3,22.01,,18.33,-19.55,-15.88,-23.24,1.1,0.56,0.49
华安量化优选C,540009,CNY,股票类,量化多因子,R3,19.06,15.76,16.6,13.38,26.35,20.07,-25.17,-37.59,-47.24,0.91,0.66,0.45
华安量化优选B,540005,CNY,股票类,量化多因子,R4,16.89,18.51,20.0,21.82,21.87,19.24,-27.81,-23.77,-40.85,0.72,0.57,
长信量化先锋,540002,CNY,股票类,量化多因子,R4,18.48,17.26,10.24,21.39,20.46,23.71,-20.91,-27.47,-37.3,0.58,0.57,0.68
富国量化多因子,540000,CNY,股票类,量化多因子,R3,6.46,7.77,12.68,22.17,17.83,22.26,-32.88,-30.5,-43.69,0.54,,0.63
